node_id,node_type,label,definition,body_systems,severity,age_groups,icd_category,is_contagious,inheritance
BS01532,BodySystem,Neurological,Body system: neurological,neurological,,,,,
BS01533,BodySystem,Gastrointestinal,Body system: gastrointestinal,gastrointestinal,,,,,
BS01534,BodySystem,Musculoskeletal,Body system: musculoskeletal,musculoskeletal,,,,,
BS01535,BodySystem,Endocrine,Body system: endocrine,endocrine,,,,,
BS01536,BodySystem,Immunological,Body system: immunological,immunological,,,,,
BS01537,BodySystem,Dermatological,Body system: dermatological,dermatological,,,,,
BS01538,BodySystem,Renal,Body system: renal,renal,,,,,
BS01539,BodySystem,Reproductive,Body system: reproductive,reproductive,,,,,
BS01540,BodySystem,Psychiatric,Body system: psychiatric,psychiatric,,,,,
BS01541,BodySystem,Infectious,Body system: infectious,infectious,,,,,
BS01542,BodySystem,Hematological,Body system: hematological,hematological,,,,,
BS01543,BodySystem,Oncological,Body system: oncological,oncological,,,,,
BS01544,BodySystem,Ophthalmological,Body system: ophthalmological,ophthalmological,,,,,
P01545,Procedure,Acupuncture,"Acupuncture is one of the main forms of treatment in traditional Chinese medicine. It involves the use of sharp, thin needles that are inserted in the body at very specific points. This process is believed to adjust and alter the body’s energy flow into healthier patterns, and is used to treat a wid",,,All ages,Z-codes,,
P01546,Procedure,Adrenalectomy,"Adrenalectomy is the surgical removal of one or both of the adrenal glands. The adrenal glands are paired endocrine glands, one located above each kidney, that produce hormones such as epinephrine, norepinephrine, androgens, estrogens, aldosterone, and cortisol. Adrenalectomy is usually performed by",gastrointestinal; endocrine; renal; hematological,,All ages,Z-codes,,
P01547,Procedure,Aneurysmectomy,OPHTHALMIC ANESTHETICS. Other local anesthetics are designed for use in the eye. The ophthalmic anesthetics proparacaine and tetracaine are used to numb the eye before certain eye examinations. Eye Aneurysmectomy is a surgical procedure performed to repair a weak area in the aorta. The aorta is the ,cardiovascular; respiratory; neurological; renal,,All ages,Z-codes,,
P01548,Procedure,Anoscopy,"An anoscopy is an examination of the rectum in which a small tube is inserted into the anus to screen, diagnose, and evaluate problems of the anus and anal canal. Purpose This test may be ordered for the evaluation of perianal or anal pain, hemorrhoids, rectal prolapse, digital rectal examination th",cardiovascular; dermatological; oncological,,All ages,Z-codes,,
P01549,Procedure,Appendectomy,"Appendectomy is the surgical removal of the appendix. The appendix is a worm-shaped hollow pouch attached to the cecum, the beginning of the large intestine. G AL E E N CY C LO PE DI A O F M E D IC I NE , 5 T H E DI T IO N Appendectomy Large intestine Appendix Rectum Cecum Swollen and inflamed appen",gastrointestinal,,All ages,Z-codes,,
P01550,Procedure,Art therapy,"Art therapy, sometimes called creative arts therapy or expressive arts therapy, encourages people to express and understand emotions through artistic expression and through the creative process. 506 A cancer patient applies papier-mâché to an intravenous drip stand during an art therapy session. (",psychiatric; oncological,,Adolescents,Z-codes,,
P01551,Procedure,Arthroscopic surgery,"Arthroscopic surgery is a minimally invasive procedure that allows surgeons to visualize, diagnose, and treat problems inside joints through tiny incisions. The name is derived from the Greek words arthron, joint, and skopein, to look at. Arthroscopy is performed 522 using an arthroscope, a pencil-s",musculoskeletal,,All ages,Z-codes,,
P01552,Procedure,Arthroscopy,"Arthroscopy is the examination of a joint, specifically, the inside structures. The procedure is performed by inserting a specifically designed illuminated device into the joint through a small incision. This instrument is called an arthroscope. The procedure of arthroscopy is primarily associated w",musculoskeletal; dermatological,,All ages,Z-codes,,
P01553,Procedure,Atherectomy,"Atherectomy is a procedure to open blocked arteries or vein grafts by using a device on the end of a catheter to cut or shave away atherosclerotic plaque blocking the flow of blood. G AL E E N CY C LO PE DI A O F M E D IC I NE , 5 T H E DI T IO N Atherectomy In this digitized ultrasound of a blood v",cardiovascular; neurological; hematological,,All ages,Z-codes,,
P01554,Procedure,Balloon valvuloplasty,"Balloon valvuloplasty, also called percutaneous balloon valvuloplasty, is a surgical procedure used to open a narrowed heart valve. The procedure is sometimes described as balloon enlargement of a narrowed heart valve. Purpose Balloon valvuloplasty is performed on children and adults who have a narr",cardiovascular; respiratory; dermatological; hematological,,Children; Adults/Elderly,Z-codes,,
P01555,Procedure,Bariatric surgery,Bariatric surgeries are surgical weight-loss procedures that reduce or bypass the stomach or small intestine so that severely overweight people can achieve significant and permanent weight loss.,gastrointestinal; musculoskeletal,,All ages,Z-codes,,
P01556,Procedure,Brachytherapy,Brachytherapy is a type of radiation therapy that involves placing small radioactive materials in or close to a tumor to destroy cancer cells.,oncological,,All ages,Z-codes,,
P01557,Procedure,Carotid sinus massage,"Carotid sinus massage If cardioversion is not successful in restoring the normal heart rhythm, other treatments for abnormal heart rhythms are considered. These include an implantable cardioverter-defibrillator (ICD). Since first approved by the U.S. Food and Drug Administration (FDA) in 1985, ICDs ",cardiovascular; neurological; gastrointestinal; musculoskeletal,,All ages,Z-codes,,
P01558,Procedure,Cataract surgery,Prevention,ophthalmological,,All ages,Z-codes,,
P01559,Procedure,Cell therapy,Cell therapy is the transplantation of human or animal cells to replace or repair damaged tissue.,cardiovascular; respiratory; endocrine; psychiatric,,All ages,Z-codes,,
P01560,Procedure,Chelation therapy,Chelation therapy is an intravenous treatment designed to bind heavy metals in the body in order to treat heavy metal toxicity. Proponents claim it also treats coronary artery disease and other illnesses that may be linked to damage from free radicals (reactive molecules). Purpose The benefits of ED,cardiovascular; musculoskeletal,,All ages,Z-codes,,
P01561,Procedure,Chest drainage therapy,"Chest drainage therapy involves the removal of air, blood, pus, or other secretions from the chest cavity. Purpose Chest drainage therapy is done to relieve pressure on the lungs, and remove fluid that could promote infection. Installing a chest drainage tube can be either an emergency or a planned ",respiratory; musculoskeletal; dermatological; infectious,,All ages,Z-codes,,
P01562,Procedure,Chest physical therapy,Chest physical therapy is the term for a group of,respiratory,,All ages,Z-codes,,
P01563,Procedure,Chiropractic,"Chiropractic is from Greek words meaning done by hand. It is grounded in the principle that the body can heal itself when the skeletal system is correctly aligned and the nervous system is functioning properly. To achieve this, the practitioner uses his or her hands or an adjusting tool to perform s",neurological; musculoskeletal; infectious,,Infants,Z-codes,,
P01564,Procedure,Cognitive-behavioral therapy,"Cognitive-behavioral therapy is an action-oriented form of psychosocial therapy that assumes that maladaptive, or faulty, thinking patterns cause maladaptive behavior and ‘‘negative’’ emotions. (Maladaptive behavior is behavior that is counter-productive 1208 or interferes with everyday living.) The",neurological; musculoskeletal; psychiatric; oncological,,All ages,Z-codes,,
P01565,Procedure,Colonoscopy,Colonoscopy,gastrointestinal; hematological; oncological,,All ages,Z-codes,,
P01566,Procedure,Colostomy,"A colostomy is a surgical procedure that brings a portion of the large intestine through the abdominal wall to carry feces out of the body. Purpose A colostomy is a means to treat various disorders of the large intestine, including cancer, bowel obstruction, inflammatory bowel disease, ruptured dive",gastrointestinal; immunological; dermatological; hematological,,All ages,Z-codes,,
P01567,Procedure,Colposcopy,"Colposcopy is a procedure that allows a physician to examine a woman’s cervix and vagina using a special microscope called a colposcope. Colposcopy is used to check for precancerous or abnormal areas. This colposcopic view of the cervix reveals CIN 2 dysplasia, or abnormal growth of cells. This is t",reproductive; oncological,,All ages,Z-codes,,
P01568,Procedure,surgery,"Coronary artery bypass graft surgery (CABG) is a procedure in which one or more blocked coronary arteries are bypassed by a blood vessel graft to restore normal blood flow to the heart. These grafts usually come from the patient’s own arteries and veins located in the leg, arm, or chest. BOOKS Purpo",cardiovascular; respiratory; musculoskeletal; dermatological,,All ages,Z-codes,,
P01569,Procedure,Craniosacral therapy,"Craniosacral therapy is a holistic healing practice that uses very light touching to balance the craniosacral system in the body, which includes the bones, nerves, fluids, and connective tissues of the cranium and spinal area. Purpose",cardiovascular; neurological; musculoskeletal; oncological,,All ages,Z-codes,,
P01570,Procedure,Craniotomy,"Surgical removal of part of the skull to expose the brain. Purpose Before the surgery, patients are usually given drugs to ease anxiety, and other medications to reduce the risk of swelling, seizures, and infection after the operation. Fluids may be restricted, and a diuretic may be given before and",neurological; musculoskeletal; dermatological; psychiatric,,All ages,Z-codes,,
P01571,Procedure,Cystectomy,Cystectomy is a surgical procedure to remove the bladder. Purpose Cystectomy is performed to treat cancer of the bladder. Radiation and chemotherapy are also used to treat bladder cancer. Surgery is used to remove cancer when it is in the muscle of the bladder. The medical team will discuss the proc,musculoskeletal; renal; oncological,,All ages,Z-codes,,
P01572,Procedure,Distal pancreatectomy,"A distal pancreatectomy is the partial surgical removal of the pancreas, meaning that only the body and tail of the pancreas are removed and the head of the organ is left attached. A total pancreatectomy is the removal of the entire organ, usually along with the spleen, gallbladder, common bile duct",gastrointestinal; renal; hematological; oncological,,All ages,Z-codes,,
P01573,Procedure,"Ear, nose, and throat surgery","Ear, nose, and throat surgery is the surgical treatment of diseases, injuries, or deformations of the ears, nose, throat, head, and neck areas. Purpose The purpose of surgery on the ears, nose, throat, head, and neck is to treat an abnormality, such as a defect or disease, in these anatomical areas.",neurological; musculoskeletal; infectious,,All ages,Z-codes,,
P01574,Procedure,Ear surgery,"Ear surgery is the treatment of diseases, injuries, or deformations of the ear by operation with instruments. Purpose Ear surgery is performed to correct certain types of hearing loss, and to treat diseases of, injuries to, or deformities of the ear’s auditory tube, middle ear, inner ear, and audito",cardiovascular; musculoskeletal; endocrine; infectious,,All ages,Z-codes,,
P01575,Procedure,Electroconvulsive therapy,Electroconvulsive therapy (ECT) is a medical,neurological; musculoskeletal; psychiatric,,All ages,Z-codes,,
